Temp  Hum  Soil moist  Air quality  Light intense.
562 > 28.9      26.3      679      18.0      5.0
563 > 28.9      26.3      680      18.0      5.0
564 > 28.9      26.3      679      18.0      5.0
565 > 28.8      26.3      679      18.0      5.0
566 > 28.9      26.3      679      18.0      5.0
567 > 28.9      26.3      679      18.0      5.0
568 > 28.9      26.3      680      18.0      5.0
569 > 28.9      26.3      678      18.0      5.0
570 > 28.9      26.3      679      18.0      5.0
571 > 28.9      26.3      679      18.0      5.0
572 > 28.9      26.3      679      18.0      5.0
573 > 28.9      26.3      679      18.0      5.0
574 > 28.9      26.3      677      18.0      5.0
575 > 28.9      26.3      679      18.0      5.0
576 > 28.9      26.3      679      18.0      5.0
577 > 28.9      26.3      678      18.0      5.0
578 > 28.9      26.3      678      18.0      5.0
579 > 28.9      26.3      678      18.0      5.0
580 > 28.9      26.4      678      18.0      5.0
581 > 28.9      26.3      679      18.0      5.0
582 > 28.9      26.3      678      18.0      5.0
583 > 28.9      26.3      679      18.0      5.0
584 > 28.9      26.3      679      18.0      5.0
585 > 28.9      26.3      678      18.0      5.0
586 > 28.9      26.3      679      18.0      5.0
587 > 28.9      26.3      677      18.0      5.0
588 > 28.9      26.4      679      18.0      5.0
589 > 28.9      26.4      679      18.0      5.0
590 > 28.9      26.4      678      18.0      5.0
591 > 28.9      26.4      679      18.0      5.0
592 > 28.9      26.4      679      18.0      5.0
593 > 28.9      26.3      679      18.0      5.0
594 > 28.9      26.4      679      18.0      5.0
595 > 28.9      26.3      679      18.0      5.0
596 > 28.9      26.4      679      18.0      5.0
597 > 28.9      26.4      679      18.0      5.0
598 > 28.9      26.4      680      18.0      5.0
599 > 28.9      26.3      679      18.0      5.0
